timestamp,src_ip,dst_ip,protocol,dst_port,packets,bytes,flow_duration_ms,syn_packets,requests,label
2026-05-02 09:00:08,172.16.1.112,10.0.0.10,TCP,8080,10,6010,826,4,3,BENIGN
2026-05-02 09:00:08,172.16.1.224,10.0.0.10,TCP,443,7,5054,1423,4,0,BENIGN
2026-05-02 09:00:08,172.16.1.199,10.0.0.10,TCP,80,12,7536,328,0,0,BENIGN
2026-05-02 09:00:08,172.16.2.3,10.0.0.10,TCP,22,9,7866,1828,1,0,BENIGN
2026-05-02 09:00:08,172.16.1.103,10.0.0.10,TCP,80,9,5625,537,0,2,BENIGN
2026-05-02 09:00:08,172.16.1.228,10.0.0.10,TCP,22,8,8768,497,0,0,BENIGN
2026-05-02 09:00:08,172.16.1.229,10.0.0.10,TCP,22,10,6280,158,0,0,BENIGN
2026-05-02 09:00:08,172.16.0.44,10.0.0.10,TCP,443,7,8407,1423,2,0,BENIGN
2026-05-02 09:00:08,172.16.1.48,10.0.0.10,TCP,443,10,7600,1824,0,3,BENIGN
2026-05-02 09:00:09,172.16.0.3,10.0.0.10,TCP,53,13,11297,1242,0,0,BENIGN
2026-05-02 09:00:09,172.16.1.7,10.0.0.10,TCP,443,8,5720,193,2,5,BENIGN
2026-05-02 09:00:09,172.16.1.61,10.0.0.10,TCP,80,13,15873,113,0,1,BENIGN
2026-05-02 09:00:09,172.16.0.83,10.0.0.10,UDP,80,12,7620,1529,0,1,BENIGN
2026-05-02 09:00:09,172.16.1.95,10.0.0.10,TCP,80,5,3600,1092,0,4,BENIGN
2026-05-02 09:00:09,172.16.1.105,10.0.0.10,TCP,443,7,3738,686,1,4,BENIGN
2026-05-02 09:00:09,172.16.0.1,10.0.0.10,TCP,443,4,4504,1833,0,2,BENIGN
2026-05-02 09:00:09,172.16.0.29,10.0.0.10,TCP,443,8,8568,93,0,2,BENIGN
2026-05-02 09:00:09,172.16.1.9,10.0.0.10,UDP,80,4,2464,1730,0,1,BENIGN
2026-05-02 09:00:09,172.16.0.151,10.0.0.10,TCP,443,12,7872,438,0,0,BENIGN
2026-05-02 09:00:09,172.16.0.57,10.0.0.10,TCP,443,6,6924,575,0,3,BENIGN
2026-05-02 09:00:09,172.16.0.98,10.0.0.10,TCP,443,6,3666,908,0,0,BENIGN
2026-05-02 09:00:09,172.16.1.241,10.0.0.10,TCP,443,10,5970,1943,1,1,BENIGN
2026-05-02 09:00:10,172.16.0.143,10.0.0.10,TCP,80,6,5712,639,2,1,BENIGN
2026-05-02 09:00:10,172.16.1.54,10.0.0.10,TCP,443,7,3689,565,0,1,BENIGN
2026-05-02 09:00:10,172.16.0.16,10.0.0.10,TCP,80,10,10020,1743,2,1,BENIGN
2026-05-02 09:00:10,172.16.2.9,10.0.0.10,TCP,80,3,1776,1868,1,2,BENIGN
2026-05-02 09:00:10,172.16.0.252,10.0.0.10,TCP,80,2,1102,203,0,4,BENIGN
2026-05-02 09:00:10,172.16.1.186,10.0.0.10,TCP,80,5,3835,1058,1,2,BENIGN
2026-05-02 09:00:10,172.16.1.130,10.0.0.10,TCP,80,7,8099,1138,0,2,BENIGN
2026-05-02 09:00:10,172.16.1.36,10.0.0.10,TCP,443,9,7173,893,2,0,BENIGN
2026-05-02 09:00:10,172.16.1.196,10.0.0.10,TCP,443,8,9472,1760,0,4,BENIGN
2026-05-02 09:00:10,172.16.0.72,10.0.0.10,TCP,8080,4,2244,1390,0,0,BENIGN
2026-05-02 09:00:10,172.16.1.19,10.0.0.10,TCP,53,8,9336,1242,0,0,BENIGN
2026-05-02 09:00:11,172.16.0.121,10.0.0.10,TCP,53,10,6430,1124,3,0,BENIGN
2026-05-02 09:00:11,172.16.1.133,10.0.0.10,TCP,443,4,2240,60,0,2,BENIGN
2026-05-02 09:00:11,172.16.1.98,10.0.0.10,TCP,443,3,1572,89,2,3,BENIGN
2026-05-02 09:00:11,172.16.0.41,10.0.0.10,TCP,22,5,5665,1016,0,1,BENIGN
2026-05-02 09:00:11,172.16.0.233,10.0.0.10,TCP,443,16,20704,24,2,1,BENIGN
2026-05-02 09:00:11,172.16.1.42,10.0.0.10,TCP,443,4,4612,938,0,4,BENIGN
2026-05-02 09:00:11,172.16.0.145,10.0.0.10,UDP,443,12,15516,876,0,0,BENIGN
2026-05-02 09:00:11,172.16.1.229,10.0.0.10,UDP,443,3,1866,1430,0,2,BENIGN
2026-05-02 09:00:11,172.16.1.53,10.0.0.10,TCP,80,11,7975,701,1,2,BENIGN
2026-05-02 09:00:11,172.16.1.24,10.0.0.10,TCP,443,12,14880,298,1,1,BENIGN
2026-05-02 09:00:11,172.16.1.171,10.0.0.10,TCP,443,11,6028,669,2,0,BENIGN
2026-05-02 09:00:11,172.16.0.136,10.0.0.10,ICMP,53,8,4280,509,0,0,BENIGN
2026-05-02 09:00:11,172.16.0.128,10.0.0.10,TCP,80,11,11902,912,2,5,BENIGN
2026-05-02 09:00:11,172.16.0.106,10.0.0.10,ICMP,443,7,4095,245,0,0,BENIGN
2026-05-02 09:00:11,172.16.1.169,10.0.0.10,TCP,80,8,8872,648,0,1,BENIGN
2026-05-02 09:00:11,172.16.1.96,10.0.0.10,TCP,80,8,9624,1850,0,2,BENIGN
2026-05-02 09:00:11,172.16.1.156,10.0.0.10,UDP,443,6,3432,385,0,0,BENIGN
2026-05-02 09:00:11,172.16.1.54,10.0.0.10,UDP,443,5,3890,1193,0,1,BENIGN
2026-05-02 09:00:11,172.16.0.25,10.0.0.10,TCP,443,6,4152,1346,0,10,BENIGN
2026-05-02 09:00:12,172.16.1.97,10.0.0.10,TCP,22,14,16520,73,0,0,BENIGN
2026-05-02 09:00:12,172.16.1.190,10.0.0.10,TCP,80,7,4382,1507,0,1,BENIGN
2026-05-02 09:00:12,172.16.0.147,10.0.0.10,UDP,80,5,3610,599,0,2,BENIGN
2026-05-02 09:00:12,172.16.1.73,10.0.0.10,UDP,8080,11,8635,1059,0,2,BENIGN
2026-05-02 09:00:12,172.16.1.226,10.0.0.10,TCP,80,5,3895,280,1,1,BENIGN
2026-05-02 09:00:12,172.16.0.9,10.0.0.10,TCP,80,4,3972,1872,1,1,BENIGN
2026-05-02 09:00:12,172.16.1.202,10.0.0.10,TCP,443,8,7608,1610,1,2,BENIGN
2026-05-02 09:00:12,172.16.1.231,10.0.0.10,TCP,443,8,6280,1371,1,5,BENIGN
2026-05-02 09:00:12,172.16.1.13,10.0.0.10,TCP,443,8,5512,1777,0,0,BENIGN
2026-05-02 09:00:12,172.16.1.96,10.0.0.10,TCP,8080,7,8071,257,4,1,BENIGN
2026-05-02 09:00:12,172.16.0.81,10.0.0.10,TCP,443,10,12620,95,1,4,BENIGN
2026-05-02 09:00:12,172.16.0.208,10.0.0.10,TCP,80,13,12233,803,0,3,BENIGN
2026-05-02 09:00:12,172.16.0.254,10.0.0.10,UDP,443,10,6740,908,0,1,BENIGN
2026-05-02 09:00:12,172.16.0.178,10.0.0.10,TCP,443,3,2277,1224,0,2,BENIGN
2026-05-02 09:00:12,172.16.1.195,10.0.0.10,TCP,443,9,10800,685,0,2,BENIGN
2026-05-02 09:00:12,172.16.0.47,10.0.0.10,TCP,80,6,6000,420,0,1,BENIGN
2026-05-02 09:00:12,172.16.1.248,10.0.0.10,TCP,443,9,9189,499,0,1,BENIGN
2026-05-02 09:00:12,172.16.0.8,10.0.0.10,TCP,443,7,3864,1000,0,1,BENIGN
2026-05-02 09:00:12,172.16.0.149,10.0.0.10,TCP,53,5,3555,1960,1,0,BENIGN
2026-05-02 09:00:12,172.16.0.101,10.0.0.10,TCP,53,12,13872,1696,1,1,BENIGN
2026-05-02 09:00:13,172.16.1.94,10.0.0.10,TCP,80,12,14868,909,2,2,BENIGN
2026-05-02 09:00:13,172.16.1.50,10.0.0.10,TCP,22,8,9208,825,1,0,BENIGN
2026-05-02 09:00:13,172.16.0.31,10.0.0.10,TCP,443,8,4992,319,0,2,BENIGN
2026-05-02 09:00:13,172.16.0.114,10.0.0.10,TCP,443,12,9012,656,2,3,BENIGN
2026-05-02 09:00:13,172.16.1.196,10.0.0.10,UDP,80,15,14565,267,0,0,BENIGN
2026-05-02 09:00:13,172.16.1.7,10.0.0.10,UDP,443,6,3282,81,0,2,BENIGN
2026-05-02 09:00:13,172.16.2.2,10.0.0.10,TCP,443,4,2796,1283,0,1,BENIGN
2026-05-02 09:00:13,172.16.0.146,10.0.0.10,UDP,443,5,6035,1924,0,4,BENIGN
2026-05-02 09:00:13,172.16.0.180,10.0.0.10,ICMP,443,8,7912,1896,0,0,BENIGN
2026-05-02 09:00:13,172.16.1.1,10.0.0.10,TCP,443,7,7315,426,1,0,BENIGN
2026-05-02 09:00:13,172.16.0.49,10.0.0.10,TCP,443,5,4955,1128,0,0,BENIGN
2026-05-02 09:00:13,172.16.1.40,10.0.0.10,TCP,443,4,4388,682,0,2,BENIGN
2026-05-02 09:00:13,172.16.1.206,10.0.0.10,TCP,80,5,3205,933,0,5,BENIGN
2026-05-02 09:00:13,172.16.1.10,10.0.0.10,TCP,80,5,3110,389,0,1,BENIGN
